day,region,nodes_count,xdr_permyriad
07-07-2025,Europe:CZ,1,506447.6386
07-07-2025,Europe:EE,1,506447.6386
07-07-2025,Europe:ES,1,506447.6386
07-07-2025,Europe:LT,1,506447.6386
07-07-2025,Europe:LV,1,506447.6386
07-07-2025,Europe:PL,1,506447.6386
07-07-2025,Europe:PT,1,506447.6386
08-07-2025,Europe:CZ,1,506447.6386
08-07-2025,Europe:EE,1,506447.6386
08-07-2025,Europe:ES,1,506447.6386
08-07-2025,Europe:LT,1,506447.6386
08-07-2025,Europe:LV,1,506447.6386
08-07-2025,Europe:PL,1,506447.6386
08-07-2025,Europe:PT,1,506447.6386
09-07-2025,Europe:CZ,1,506447.6386
09-07-2025,Europe:EE,1,506447.6386
09-07-2025,Europe:ES,1,506447.6386
09-07-2025,Europe:LT,1,506447.6386
09-07-2025,Europe:LV,1,506447.6386
09-07-2025,Europe:PL,1,506447.6386
09-07-2025,Europe:PT,1,506447.6386
10-07-2025,Europe:CZ,1,506447.6386
10-07-2025,Europe:EE,1,506447.6386
10-07-2025,Europe:ES,1,506447.6386
10-07-2025,Europe:LT,1,506447.6386
10-07-2025,Europe:LV,1,506447.6386
10-07-2025,Europe:PL,1,506447.6386
10-07-2025,Europe:PT,1,506447.6386
11-07-2025,Europe:CZ,1,506447.6386
11-07-2025,Europe:EE,1,506447.6386
11-07-2025,Europe:ES,1,506447.6386
11-07-2025,Europe:LT,1,506447.6386
11-07-2025,Europe:LV,1,506447.6386
11-07-2025,Europe:PL,1,506447.6386
11-07-2025,Europe:PT,1,506447.6386
12-07-2025,Europe:CZ,1,506447.6386
12-07-2025,Europe:EE,1,506447.6386
12-07-2025,Europe:ES,1,506447.6386
12-07-2025,Europe:LT,1,506447.6386
12-07-2025,Europe:LV,1,506447.6386
12-07-2025,Europe:PL,1,506447.6386
12-07-2025,Europe:PT,1,506447.6386
13-07-2025,Europe:CZ,1,506447.6386
13-07-2025,Europe:EE,1,506447.6386
13-07-2025,Europe:ES,1,506447.6386
13-07-2025,Europe:LT,1,506447.6386
13-07-2025,Europe:LV,1,506447.6386
13-07-2025,Europe:PL,1,506447.6386
13-07-2025,Europe:PT,1,506447.6386
